month,category,volume,value_cr,avg_ticket,mom_pct,overall_volume,momentum_score_3m,momentum_score_6m,momentum_score_12m,momentum_score,yoy_growth,avg_ticket_rolling_3m,rolling_12m_avg_vol,seasonality_index,volume_share_pct,volume_share_3m,volume_share_shift
2025-01-01,Bakeries,231410000,3439.06,148.61328378203189,0.10706597139166618,8580170000,0.8971096773983969,1.000997086645743,1.1274129769911472,0.8971096773983969,0.6583775261573743,152.25070402346938,191385833.33333334,1.209128157343586,2.697032809373241,2.6802294785455882,0.08306675888197601
2025-02-01,Bakeries,219330000,3183.22,145.1338166233529,-0.05220171989110234,8183559999,0.6351964207214594,0.9476019702005565,1.0255613170595634,0.6351964207214594,0.4159457714654615,147.9163380021011,196755000.0,1.1147366013570177,2.680129430551023,2.686327121630137,0.07365477085002015
2025-04-01,Bakeries,240610000,3540.67,147.1539005028885,0.09702275110563985,9309359999,0.7786251768121043,0.6367728092724088,1.0458045110273544,0.7786251768121043,0.5793239251723006,146.96700030275778,204110000.0,1.1788251433050807,2.584603023471496,2.651584449917642,0.058466928222721926
2025-05-01,Bakeries,257120000,3865.32,150.33136278780336,0.0686172644528491,9708790000,0.8446331157932905,0.8634782919024033,0.9886859136556215,0.8446331157932905,0.6403189792663477,147.53969330468158,212474166.66666666,1.210123583651346,2.648321778512049,2.636084275777963,0.015428196787774073
2025-06-01,Bakeries,260339999,3882.89,149.14688541579045,0.012523331518357272,9575969998,1.098921974001112,1.1638119755556204,1.0862538803856658,1.098921974001112,0.4797930938441426,148.87738290216078,219508333.25,1.186014194292553,2.7186801864915364,2.651139461817794,0.032957447204482015
2025-07-01,Bakeries,261930000,3778.91,144.27175199480777,0.006107401882566643,10139009998,0.9942564918431929,0.8423297865612813,0.8878792188232959,0.9942564918431929,0.37770881548495683,147.9166667328005,225492499.91666666,1.1615907406978025,2.5833883194874825,2.6488447914932514,-0.012019684489117832
2025-08-01,Bakeries,271220000,4092.27,150.88378438168277,0.03546749131447324,10325270000,0.8636332791034268,0.8458349560623849,0.9189326508517752,0.8636332791034268,0.43093806056769024,148.10080726409365,232299166.58333334,1.1675461603634487,2.6267593970908267,2.6414227548228024,-0.03171099799637478
2025-09-01,Bakeries,264459999,3839.26,145.1735617680313,-0.02492441929061273,12366969997,0.0542974279361879,0.4025122722168528,0.4971105256811047,0.0542974279361879,0.34694916471427106,146.77636604817397,237975833.16666666,1.1112893081659478,2.1384381062148057,2.429423184074536,-0.25894834937321587
2025-10-01,Bakeries,272100000,4460.15,163.91583976479237,0.02888906083675824,13027560000,0.13628603965704394,0.32767708080896085,0.4101517153620317,0.13628603965704394,0.29318948719167337,153.32439530483546,243116666.5,1.119215740809773,2.0886489872240084,2.2614348318519224,-0.4601662253540697
2025-11-01,Bakeries,272050000,4070.97,149.6405072596949,-0.00018375597206909955,12840490000,0.012562666191199778,0.18001508648469516,0.45014245350583243,0.012562666191199778,0.30818426620503936,152.9099695975062,248457499.83333334,1.0949558785003175,2.118688617023182,2.1148413131821173,-0.6168813956392265
2025-12-01,Bakeries,292950000,4638.98,158.35398532172724,0.07682411321448268,13482380000,1.194431490421263,0.30705407596544865,0.5185612046136984,1.194431490421263,0.32024877191401147,157.30344411540486,254379166.5,1.1516273287262304,2.1728359532960795,2.1272956864766153,-0.5909629572876112
2026-01-01,Bakeries,286870000,4404.69,153.54306828877188,-0.02075439494794329,13608100000,1.2180998423358955,0.27828589220930106,0.49958260128229265,1.2180998423358955,0.37238673874563455,153.845853623398,260865833.16666666,1.0996840656274036,2.1080826860472808,2.1333566402218627,-0.5562533269864849
2026-02-01,Bakeries,264890000,3927.7,148.27664313488617,-0.07662007180953045,12795780000,7.558597493923453,-0.09754315515435903,0.2944684657688291,7.558597493923453,0.1446782766518302,153.39123224846176,263655833.16666666,1.0046809767813982,2.0701356228381544,2.117796955643372,-0.5624325229022165
2026-03-01,Bakeries,294700000,4258.89,144.51611808618935,0.11253727962550486,14180459999,0.1153734593970937,0.7797761552820369,0.4689385547147884,0.1153734593970937,0.34363744129849993,148.7786098366158,269936666.5,1.0917375687455932,2.0782118494095543,2.0856813244242898,-0.6006457972058472
2026-04-01,Bakeries,322400000,4617.38,143.21898263027296,0.0939938920936545,14110220000,3.356603522381386,2.224387437604931,0.6591546476038485,3.356603522381386,0.3399276838036658,145.3372479504495,276752499.8333333,1.1649397934766863,2.284868698007543,2.1466682698423436,-0.5049161800752984
2026-05-01,Bakeries,372250000,5354.13,143.83156480859637,0.15462158808933002,14791149999,2.5990837017687087,2.424482255990028,0.8553666795503491,2.5990837017687087,0.4477675793403859,143.85555517501956,286346666.5,1.299997672576363,2.516707626013982,2.296443767699582,-0.33964050807838086
2022-10-01,Beauty And Barber Shops,19730000,683.32,346.33552965027883,,3321469999,,,,,,346.33552965027883,19730000.0,1.0,0.5940140963471036,0.5940140963471036,
2022-12-01,Beauty And Barber Shops,21830000,768.19,351.8964727439304,0.10643689812468327,3638199999,,,,,,349.11600119710465,20780000.0,1.0505293551491819,0.6000219890605305,0.5971547503249881,
2023-01-01,Beauty And Barber Shops,22390000,754.48,336.97186243858863,0.025652771415483278,3816780000,,,,,,345.067954944266,21316666.666666668,1.0503518373729475,0.5866201352972925,0.5934236229172731,
2023-02-01,Beauty And Barber Shops,26000000,896.91,344.9653846153846,0.16123269316659217,3503300000,7.569106212416792,,,7.569106212416792,,344.61123993263453,22487500.0,1.1561978877153973,0.7421573944566552,0.6407939932763895,
2023-03-01,Beauty And Barber Shops,27900000,865.99,310.39068100358423,0.07307692307692304,4094280000,2.218096802771472,,,2.218096802771472,,330.7759760191858,23570000.0,1.1837081035214256,0.6814384946803834,0.6683686163744617,
2023-04-01,Beauty And Barber Shops,30330000,969.9,319.782393669634,0.08709677419354844,4284440000,2.8942318026802543,,,2.8942318026802543,,325.04615309620095,24696666.666666668,1.2281009582939668,0.707910485384321,0.7088861994845994,
2023-05-01,Beauty And Barber Shops,31680000,1014.12,320.1136363636364,0.04451038575667665,4560889999,0.7236606893181368,1.698744226770102,,0.7236606893181368,,316.76223701228486,25694285.714285713,1.2329589680862894,0.6946012731494514,0.6948431985735924,
2023-06-01,Beauty And Barber Shops,32580000,991.0,304.1743400859423,0.02840909090909083,4521420000,1.6078626483422362,2.0284878119455163,,1.6078626483422362,,314.6901233730709,26555000.0,1.2268875917906232,0.7205700863887893,0.7076514486099951,
2023-07-01,Beauty And Barber Shops,34910000,1008.97,289.02033801203095,0.07151626764886432,4837410000,1.1699991940532786,2.0911203742627036,,1.1699991940532786,,304.4361048205365,27483333.333333332,1.2702243784111584,0.7216671731360377,0.7124424917104972,
2023-08-01,Beauty And Barber Shops,38140000,1114.86,292.3072889355008,0.09252363219707815,5171870000,1.5221937980101412,0.9803434170485001,,1.5221937980101412,,295.16732234449137,28549000.0,1.3359487197449997,0.7374508640008353,0.726943643458333,
2023-09-01,Beauty And Barber Shops,37730000,1100.37,291.64325470447915,-0.01074986890403773,5155920000,1.1264174601308732,1.3587813620071676,,1.1264174601308732,,290.9902938840037,29383636.363636363,1.2840480168306416,0.7317801672640383,0.730488223036953,
2023-10-01,Beauty And Barber Shops,42080000,1291.9,307.01045627376425,0.1152928703949112,5560970000,1.3731173503669487,1.3002548903716067,,1.3731173503669487,,296.98699997124805,30441666.666666668,1.3823159047358335,0.756702517726224,0.7423486791920829,
2023-11-01,Beauty And Barber Shops,42260000,1365.75,323.1779460482726,0.004277566539923949,5416870000,2.280331795854157,1.779452807659902,1.8685087595683603,2.280331795854157,1.1419158641662444,307.2772190088387,32319166.666666668,1.3075832194518215,0.7801553295537829,0.7566122218255384,0.16259812547843489
2023-12-01,Beauty And Barber Shops,45640000,1435.11,314.4412795793164,0.0799810695693326,5822200000,1.6223295225516503,1.3933592245842468,1.8169358533163837,1.6223295225516503,1.0907008703618875,314.87656063378444,34303333.333333336,1.3304829462637255,0.7838961217409226,0.7736886340746808,0.1765338837496927
2024-01-01,Beauty And Barber Shops,44870000,1343.9,299.5096946735012,-0.016871165644171793,5990770000,0.8578524840008696,1.1966234302747436,1.7627137778688422,0.8578524840008696,1.004019651630192,312.37630676703003,36176666.666666664,1.2403022205841703,0.7489855227291317,0.770581734943563,0.17715811202628984
2024-02-01,Beauty And Barber Shops,47960000,1466.61,305.79858215179314,0.06886561176732786,5892520000,1.5360532619099103,1.8477959378788704,1.23845484171532,1.5360532619099103,0.8446153846153845,306.58318546820357,38006666.666666664,1.261883880021049,0.8139132323691731,0.7820738087451972,0.14127981546880763
2024-03-01,Beauty And Barber Shops,51370000,1506.84,293.33073778469924,0.07110091743119273,6642159999,0.891463240845077,1.2541364492653793,1.3517844822020952,0.891463240845077,0.8412186379928315,299.5463382033312,39962500.0,1.2854551141695338,0.773392992757385,0.7783886491706484,0.11002003279618677
2024-05-01,Beauty And Barber Shops,53610000,1570.15,292.8837903376236,0.04360521705275455,7113069998,1.039750283046787,0.9817127466978529,1.1625950998191883,1.039750283046787,0.7675568743818002,297.33770342470535,41902500.0,1.2793986039019152,0.7536830090955616,0.7784097416923175,0.06952354220771806
2024-06-01,Beauty And Barber Shops,54630000,1565.27,286.5220574775764,0.019026301063234552,7028990000,0.7210904582266884,0.9835382492879102,1.3387033885029522,0.7210904582266884,0.7244318181818181,290.91219519996645,43815000.0,1.246833276275248,0.7772098125050684,0.7679383687385822,0.07309517016498979
2024-07-01,Beauty And Barber Shops,55500000,1644.13,296.2396396396397,0.015925315760571213,7283549998,0.832583183862308,0.8607244816544345,1.1515804140040458,0.832583183862308,0.7034990791896869,291.8818291516132,45725000.0,1.2137780207763806,0.7619910622600219,0.7642256161228036,0.056574167512808526
2024-08-01,Beauty And Barber Shops,59380000,1766.33,297.46210845402493,0.06990990990990986,7596989998,1.5820256366384426,1.2061156716191588,1.228723120009628,1.5820256366384426,0.7009452878831282,293.40793519041364,47764166.666666664,1.2431913742868608,0.781625354457917,0.7736815898421704,0.061239098131673164
2024-09-01,Beauty And Barber Shops,60410000,1706.8,282.5360039728522,0.01734590771303468,7622109999,1.2538540740492832,0.884398661986453,1.232476090813242,1.2538540740492832,0.5839014158363922,292.07925068883895,49620000.0,1.21745264006449,0.7925626894380379,0.7789749209046434,0.05203127744631042
2024-10-01,Beauty And Barber Shops,68950000,2114.97,306.73966642494554,0.1413673232908459,8334950000,1.6788211562918394,1.3428130486082879,1.3420158260313908,1.6788211562918394,0.8274582560296846,295.5792596172742,52221666.666666664,1.3203331950339898,0.8272395155339864,0.8013059326274641,0.07081770959051104
2024-11-01,Beauty And Barber Shops,61420000,1928.54,313.9921849560404,-0.10920957215373461,7796569999,1.3077192247090148,1.5160858333542147,1.1432394176139575,1.3077192247090148,0.45960076045627374,301.0892851179461,53833333.333333336,1.1409287925696594,0.787782319762124,0.8031614537064998,0.06081277451441691
2025-01-01,Beauty And Barber Shops,67940000,1964.33,289.12717103326463,0.10615434711820249,8580170000,0.9916733534025183,1.1040216342407079,1.0405754089708057,0.9916733534025183,0.6076668244202557,303.2863408047502,55973333.333333336,1.213792282039066,0.7918258029852555,0.8024946897926648,0.04588246796712636
2025-02-01,Beauty And Barber Shops,66560000,1987.42,298.5907451923077,-0.020312040035325274,8183559999,1.9084001301179845,1.612716072691769,1.1301626806875216,1.9084001301179845,0.45836985100788774,300.5700337272042,57716666.666666664,1.1532197516604101,0.8133379605957968,0.7977101257556064,0.0240214916809256
2025-04-01,Beauty And Barber Shops,71680000,2122.1,296.05189732142856,0.07692307692307687,9309359999,0.8609193835788658,0.9189859294541346,1.0786232830859557,0.8609193835788658,0.5975039001560063,294.5899378490003,59950833.333333336,1.1956464324932932,0.7699777429135813,0.7907770042438987,0.020195269300335772
2025-05-01,Beauty And Barber Shops,74890000,2202.25,294.0646281212445,0.0447823660714286,9708790000,0.7776916082599422,0.8755462341940417,0.8670001066698373,0.7776916082599422,0.561509591326105,296.23575687832687,62195000.0,1.2041160865021303,0.7713628577814536,0.7835169186630927,0.0014431099178955353
2025-06-01,Beauty And Barber Shops,74500000,2061.71,276.73959731543624,-0.0052076378688743485,9575969998,0.701103809157315,0.5406085769718603,1.0193971509955724,0.701103809157315,0.4502627992992019,288.9520409193698,64122500.0,1.161838668174198,0.7779890707213972,0.7731309794572937,-0.005257669713354729
2025-07-01,Beauty And Barber Shops,73660000,2061.03,279.80314960629926,-0.011275167785234852,10139009998,0.3099503290072906,0.6632949835269858,0.8791547763020398,0.3099503290072906,0.3739973885469128,283.5357916809933,65793333.333333336,1.119566318775965,0.726500910981743,0.7580605749376182,-0.02034916675469922
2025-08-01,Beauty And Barber Shops,81720000,2316.82,283.5070974057758,0.10942166711919632,10325270000,1.436292818098777,0.9972389876987159,1.0574178432363546,1.436292818098777,0.49588138385502467,280.01661477583707,68050833.33333333,1.2008669989346201,0.7914563009006059,0.7652399698092047,-0.00269839892937751
2025-09-01,Beauty And Barber Shops,77800000,2228.32,286.41645244215937,-0.047968673519334315,12366969997,0.1519779588981959,0.33034279486193174,0.5757036627478376,0.1519779588981959,0.4018018018018017,283.2422331514115,69909166.66666667,1.1128726561848112,0.6290950816479126,0.7102379593695394,-0.053987656753264224
2025-10-01,Beauty And Barber Shops,86600000,2598.25,300.0288683602772,0.11311053984575836,13027560000,0.6166208752507417,0.5211441954399961,0.6412746406022193,0.6166208752507417,0.45840350286291676,289.98413940273747,72177500.0,1.1998198884693985,0.6647445876280746,0.6890296138854946,-0.08465197595667584
2025-11-01,Beauty And Barber Shops,86290000,2718.65,315.0596824661027,-0.0035796766743648734,12840490000,0.22956902061113463,0.4719173841850572,0.6257414830902257,0.22956902061113463,0.4284058930640622,300.50166775617976,74334166.66666667,1.1608390040470398,0.6720148530157338,0.6556554698275813,-0.1233194510770621
2025-12-01,Beauty And Barber Shops,84590000,2542.32,300.5461638491548,-0.019701008228068195,13482380000,0.9676514450987848,0.3320013479492181,0.36729500968524753,0.9676514450987848,0.2268310369833213,305.2115715585116,75637500.0,1.1183606015534622,0.6274114807622987,0.6543257595914453,-0.14698017303601874
2026-01-01,Beauty And Barber Shops,85440000,2502.48,292.89325842696627,0.0100484690861804,13608100000,-0.30058757908838785,0.46740522174880467,0.5246579877733953,-0.30058757908838785,0.39107782481276465,302.83303491407463,77639166.66666667,1.100475490248693,0.6278613472858077,0.6419077723381125,-0.16125368136838736
2026-02-01,Beauty And Barber Shops,83730000,2540.71,303.4408216887615,-0.020014044943820197,12795780000,8.520330151230985,0.10279748756270188,0.4730336696373841,8.520330151230985,0.23241095083897556,298.9600813216275,78955000.0,1.0604774871762397,0.654356358111815,0.6362090604634277,-0.16628562932923707
2026-03-01,Beauty And Barber Shops,87680000,2435.67,277.7908302919708,0.04717544488236003,14180459999,0.7055061809728896,0.8660151491306919,0.43300814389838593,0.7055061809728896,0.3173076923076923,291.3749701358995,80715000.0,1.086291271758657,0.6183156259118756,0.6328795786905216,-0.16483054706508482
2026-04-01,Beauty And Barber Shops,89100000,2594.3,291.1672278338945,0.016195255474452663,14110220000,1.1609401139169944,0.34737063862339895,0.4712495380663966,1.1609401139169944,0.2430245535714286,290.79962660487564,82166666.66666667,1.0843813387423935,0.6314571991081642,0.6340531649753728,-0.15672383926852596
2026-05-01,Beauty And Barber Shops,90730000,2624.64,289.28028215584703,0.018294051627385066,14791149999,0.5361178597992702,0.33870571130017885,0.4040462030471832,0.5361178597992702,0.21151021498197364,286.0794467605708,83486666.66666667,1.086760360935878,0.6134073415936833,0.6209346260649065,-0.16258229259818624
2022-01-01,Business Services Not Elsewhere Classified,32369999,2942.86,909.1319403500754,,1654879999,,,,,,909.1319403500754,32369999.0,1.0,1.9560330065962688,1.9560330065962688,
2022-02-01,Business Services Not Elsewhere Classified,33680000,2810.53,834.4804038004752,0.040469602733073984,1689810000,,,,,,871.8061720752753,33024999.5,1.0198334749407036,1.9931234872559638,1.9747719226519564,
2022-03-01,Business Services Not Elsewhere Classified,38300000,2756.99,719.840731070496,0.13717339667458428,1969190000,,,,,,821.1510250736823,34783333.0,1.1011020709257506,1.944962141794342,1.9637251691727562,
2022-04-01,Business Services Not Elsewhere Classified,57150000,3048.87,533.485564304462,0.4921671018276763,2081160000,2.971872563318309,,,2.971872563318309,,695.935566391811,40374999.75,1.415479884925572,2.7460646946895,2.249588861634519,
2022-05-01,Business Services Not Elsewhere Classified,47470000,3577.33,753.5980619338529,-0.16937882764654422,2266570000,1.1995957710110987,,,1.1995957710110987,,668.9747857696036,41793999.8,1.1358089732296932,2.0943540239216083,2.262495013392603,
2022-06-01,Business Services Not Elsewhere Classified,20710000,2694.42,1301.0236600676003,-0.5637244575521382,2225770000,-3.524778951164616,,,-3.524778951164616,,862.7024287686385,38279999.833333336,0.5410135864725426,0.9304645134043499,1.9065946603787935,
2022-07-01,Business Services Not Elsewhere Classified,21880000,2990.01,1366.5493601462524,0.0564944471269917,2606819999,-2.4433729701979208,-0.5633647790253868,,-2.4433729701979208,,1140.3903607159018,35937142.71428572,0.6088408356210877,0.8393368168263773,1.268600792385099,
2022-08-01,Business Services Not Elsewhere Classified,23600000,3064.16,1298.372881355932,0.07861060329067637,2864530000,-1.9060320115427065,-0.430518642619077,,-1.9060320115427065,,1321.9819671899284,34394999.875,0.6861462446799907,0.823869884413848,0.8599320266359277,
2022-09-01,Business Services Not Elsewhere Classified,24460000,2854.98,1167.203597710548,0.03644067796610173,3075840000,0.4741074324114656,-0.6430054433563812,,0.4741074324114656,,1277.3752797375773,33291111.0,0.734730661286732,0.795229920932168,0.8182806279980064,
2022-10-01,Business Services Not Elsewhere Classified,27130000,2991.39,1102.6133431625508,0.10915780866721181,3321469999,0.8752449866952677,-0.8813931652465148,,0.8752449866952677,,1189.396607409677,32674999.9,0.8302983958081053,0.8168070164164684,0.8118257280207631,
2022-11-01,Business Services Not Elsewhere Classified,23240000,2556.8,1100.172117039587,-0.14338370807224476,3362140000,-0.08781218291228667,-1.0559982224908335,,-0.08781218291228667,,1123.3296859708953,31817272.636363637,0.7304208712546669,0.6912264212674071,0.7667440276620858,
2022-12-01,Business Services Not Elsewhere Classified,24600000,2690.74,1093.7967479674796,0.058519793459552494,3638199999,0.03130551855244609,0.2959939632798009,,0.03130551855244609,,1098.8607360565393,31215833.25,0.7880616161351387,0.6761585401231814,0.7263260999236231,
2023-01-01,Business Services Not Elsewhere Classified,26610000,2874.68,1080.3006388575725,0.0817073170731708,3816780000,-0.12853067456434378,0.4657510617798299,-0.1362105126240926,-0.12853067456434378,-0.17794251399266336,1091.4231679548795,30735833.333333332,0.8657647154515631,0.6971845377517174,0.6882608310426677,-1.267772175553601
2023-12-01,Business Services Not Elsewhere Classified,36740000,4399.86,1197.566684812194,0.38068395340097716,5822200000,4.495179493262716,1.9353270306395045,0.15135029745376805,4.495179493262716,0.09085510688836096,1123.8880238790819,30990833.333333332,1.1855118449003739,0.6310329428738277,0.6624147598106236,-1.3123571628413329
2023-02-01,"Candy, Nut And Confectionery Shops",22390000,434.62,194.1134435015632,,3503300000,,,,,,194.1134435015632,22390000.0,1.0,0.6391116946878658,0.6391116946878658,
2023-03-01,"Candy, Nut And Confectionery Shops",28030000,529.25,188.8155547627542,0.25189816882536853,4094280000,,,,,,191.46449913215872,25210000.0,1.1118603728679095,0.6846136561251307,0.6636323671484867,
